key_pair,dvorak9_score
DJ,1
DK,1
FJ,1
FK,1
JD,1
JF,1
KD,1
KF,1
;D,0.944444444444444
;F,0.944444444444444
AJ,0.944444444444444
AK,0.944444444444444
D;,0.944444444444444
DH,0.944444444444444
DL,0.944444444444444
F;,0.944444444444444
FH,0.944444444444444
FL,0.944444444444444
GJ,0.944444444444444
GK,0.944444444444444
HD,0.944444444444444
HF,0.944444444444444
JA,0.944444444444444
JG,0.944444444444444
JS,0.944444444444444
KA,0.944444444444444
KG,0.944444444444444
KS,0.944444444444444
LD,0.944444444444444
LF,0.944444444444444
SJ,0.944444444444444
SK,0.944444444444444
'D,0.888888888888889
'F,0.888888888888889
",C",0.888888888888889
",V",0.888888888888889
;A,0.888888888888889
;G,0.888888888888889
;S,0.888888888888889
A;,0.888888888888889
AH,0.888888888888889
AL,0.888888888888889
"C,",0.888888888888889
CM,0.888888888888889
D',0.888888888888889
EI,0.888888888888889
EU,0.888888888888889
F',0.888888888888889
G;,0.888888888888889
GH,0.888888888888889
GL,0.888888888888889
HA,0.888888888888889
HG,0.888888888888889
HS,0.888888888888889
IE,0.888888888888889
IR,0.888888888888889
LA,0.888888888888889
LG,0.888888888888889
LS,0.888888888888889
MC,0.888888888888889
MV,0.888888888888889
RI,0.888888888888889
RU,0.888888888888889
S;,0.888888888888889
SH,0.888888888888889
SL,0.888888888888889
UE,0.888888888888889
UR,0.888888888888889
"V,",0.888888888888889
VM,0.888888888888889
'A,0.833333333333333
'G,0.833333333333333
'S,0.833333333333333
",B",0.833333333333333
",D",0.833333333333333
",F",0.833333333333333
",X",0.833333333333333
",Z",0.833333333333333
.C,0.833333333333333
.V,0.833333333333333
/C,0.833333333333333
/V,0.833333333333333
;J,0.833333333333333
A',0.833333333333333
AF,0.833333333333333
"B,",0.833333333333333
BM,0.833333333333333
C.,0.833333333333333
C/,0.833333333333333
CJ,0.833333333333333
CK,0.833333333333333
CN,0.833333333333333
"D,",0.833333333333333
DI,0.833333333333333
DM,0.833333333333333
DU,0.833333333333333
EJ,0.833333333333333
EK,0.833333333333333
EO,0.833333333333333
EP,0.833333333333333
EY,0.833333333333333
"F,",0.833333333333333
FI,0.833333333333333
FM,0.833333333333333
FU,0.833333333333333
G',0.833333333333333
ID,0.833333333333333
IF,0.833333333333333
IQ,0.833333333333333
IT,0.833333333333333
IW,0.833333333333333
JC,0.833333333333333
